Exchange,Symbol,Name,Country,Sector,Industry
NASDAQ,CFLT,Confluent Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,CFMS,Conformis Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,CFRX,ContraFect Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CG,The Carlyle Group Inc. Common Stock,United States,Finance,Investment Managers
NASDAQ,CGBD,TCG BDC Inc. Common Stock,United States,Finance,Finance Companies
NASDAQ,CGEM,Cullinan Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CGEN,Compugen Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CGNT,Cognyte Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
NASDAQ,CGNX,Cognex Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,CGO,Calamos Global Total Return Fund Common Stock,United States,Finance,Investment Managers
NASDAQ,CHCI,Comstock Holding Companies Inc. Class A Common Stock,United States,Consumer Services,Building operators
NASDAQ,CHCO,City Holding Company Common Stock,United States,Finance,Major Banks
NASDAQ,CHDN,Churchill Downs Incorporated Common Stock,United States,Consumer Services,Services-Misc. Amusement & Recreation
NASDAQ,CHEF,The Chefs' Warehouse Inc. Common Stock,United States,Consumer Non-Durables,Food Distributors
NASDAQ,CHEK,Check-Cap Ltd. Ordinary Share,Israel,Health Care,Medical Electronics
NASDAQ,CHEKZ,Check-Cap Ltd. Series C Warrant,Israel,Health Care,Medical Electronics
NASDAQ,CHI,Calamos Convertible Opportunities and Income Fund Common Stock,United States,Finance,Investment Managers
NASDAQ,CHK,Chesapeake Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
NASDAQ,CHKEL,Chesapeake Energy Corporation Class C Warrants,United States,Energy,Oil & Gas Production
NASDAQ,CHKEW,Chesapeake Energy Corporation Class A Warrants,United States,Energy,Oil & Gas Production
NASDAQ,CHKEZ,Chesapeake Energy Corporation Class B Warrants,United States,Energy,Oil & Gas Production
NASDAQ,CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
NASDAQ,CHMG,Chemung Financial Corp Common Stock,United States,Finance,Major Banks
NASDAQ,CHNG,Change Healthcare Inc. Common Stock,United States,Health Care,Managed Health Care
NASDAQ,CHNGU,Change Healthcare Inc. Tangible Equity Units,United States,Health Care,Managed Health Care
NASDAQ,CHNR,China Natural Resources Inc. Common Stock,Hong Kong,Basic Industries,Precious Metals
NASDAQ,CHRS,Coherus BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CHRW,C.H. Robinson Worldwide Inc. Common Stock,United States,Transportation,Oil Refining/Marketing
NASDAQ,CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,United States,Consumer Non-Durables,Tobacco
NASDAQ,CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,United States,Consumer Non-Durables,Tobacco
NASDAQ,CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,United States,Consumer Non-Durables,Tobacco
NASDAQ,CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,United States,Consumer Non-Durables,Tobacco
NASDAQ,CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,United States,Consumer Non-Durables,Tobacco
NASDAQ,CHTR,Charter Communications Inc. Class A Common Stock New,United States,Consumer Services,Television Services
NASDAQ,CHUY,Chuy's Holdings Inc. Common Stock,United States,Consumer Services,Restaurants
NASDAQ,CHW,Calamos Global Dynamic Income Fund Common Stock,United States,Finance,Investment Managers
NASDAQ,CHX,ChampionX Corporation Common Stock ,United States,Capital Goods,Construction/Ag Equipment/Trucks
NASDAQ,CHY,Calamos Convertible and High Income Fund Common Stock,United States,Finance,Investment Managers
NASDAQ,CIDM,Cinedigm Corp. Class A Common Stock,United States,Consumer Services,Movies/Entertainment
NASDAQ,CIFR,Cipher Mining Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NASDAQ,CINF,Cincinnati Financial Corporation Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,CIVB,Civista Bancshares Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,CIZN,Citizens Holding Company Common Stock,United States,Finance,Major Banks
NASDAQ,CKPT,Checkpoint Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CLAR,Clarus Corporation Common Stock,United States,Consumer Non-Durables,Recreational Products/Toys
NASDAQ,CLBK,Columbia Financial Inc. Common Stock,United States,Finance,Commercial Banks
NASDAQ,CLBS,Caladrius Biosciences Inc. Common Stock,United States,Health Care,Managed Health Care
NASDAQ,CLDB,Cortland Bancorp Common Stock,United States,Finance,Savings Institutions
NASDAQ,CLDX,Celldex Therapeutics Inc.,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,CLFD,Clearfield Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
NASDAQ,CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Israel,Health Care,Industrial Specialties
NASDAQ,CLIR,ClearSign Technologies Corporation Common Stock,United States,Technology,Industrial Machinery/Components
NASDAQ,CLLS,Cellectis S.A. American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CLMT,Calumet Specialty Products Partners L.P. Common Units,United States,Energy,Oil & Gas Production
NASDAQ,CLNE,Clean Energy Fuels Corp. Common Stock,United States,Public Utilities,Natural Gas Distribution
NASDAQ,CLNN,Clene Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,CLNNW,Clene Inc. Warrant,United States,Consumer Durables,Specialty Chemicals
NASDAQ,CLOV,Clover Health Investments Corp. Class A Common Stock,United States,Health Care,Medical Specialities
NASDAQ,CLPT,ClearPoint Neuro Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,CLRB,Cellectar Biosciences Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CLRO,ClearOne Inc. (DE) Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,CLSD,Clearside Biomedical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CLSK,CleanSpark Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CLSN,Celsion Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CLVS,Clovis Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CLWT,Euro Tech Holdings Company Limited Common Stock,Hong Kong,Capital Goods,Industrial Machinery/Components
NASDAQ,CLXT,Calyxt Inc. Common Stock,United States,Consumer Non-Durables,Food Distributors
NASDAQ,CMAX,CareMax Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CMAXW,CareMax Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CMBM,Cambium Networks Corporation Ordinary Shares,Cayman Islands,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,CMCO,Columbus McKinnon Corporation Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
NASDAQ,CMCSA,Comcast Corporation Class A Common Stock,United States,Consumer Services,Television Services
NASDAQ,CMCT,CIM Commercial Trust Corporation Common stock,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,CME,CME Group Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NASDAQ,CMLS,Cumulus Media Inc. Class A Common Stock,United States,Consumer Services,Broadcasting
NASDAQ,CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CMPI,Checkmate Pharmaceuticals Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands,Consumer Services,Recreational Products/Toys
NASDAQ,CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CMRX,Chimerix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CMTL,Comtech Telecommunications Corp. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,CNBKA,Century Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
NASDAQ,CNCE,Concert Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CNDT,Conduent Incorporated Common Stock ,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,CNFR,Conifer Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,United States,Finance,Property-Casualty Insurers
NASDAQ,CNNB,Cincinnati Bancorp Inc. Common Stock,United States,Finance,Commercial Banks
NASDAQ,CNOB,ConnectOne Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
NASDAQ,CNSL,Consolidated Communications Holdings Inc. Common Stock,United States,Public Utilities,Telecommunications Equipment
NASDAQ,CNSP,CNS Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CNTG,Centogene N.V. Common Shares,Germany,Health Care,Medical Specialities
NASDAQ,CNTY,Century Casinos Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
NASDAQ,CNXC,Concentrix Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CNXN,PC Connection Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,COCP,Cocrystal Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CODA,Coda Octopus Group Inc. Common stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,CODX,Co-Diagnostics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,COFS,ChoiceOne Financial Services Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,COGT,Cogent Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,COHR,Coherent Inc. Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
NASDAQ,COHU,Cohu Inc. Common Stock,United States,Capital Goods,Electrical Products
NASDAQ,COIN,Coinbase Global Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,COKE,Coca-Cola Consolidated Inc. Common Stock,United States,Consumer Non-Durables,Beverages (Production/Distribution)
NASDAQ,COLB,Columbia Banking System Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,COLL,Collegium Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,COLM,Columbia Sportswear Company Common Stock,United States,Consumer Non-Durables,Apparel
NASDAQ,COMM,CommScope Holding Company Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,COMS,ComSovereign Holding Corp. Common Stock,United States,Consumer Services,Telecommunications Equipment
NASDAQ,COMSW,ComSovereign Holding Corp. Warrants,United States,Consumer Services,Telecommunications Equipment
NASDAQ,CONE,CyrusOne Inc Common Stock,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,CONN,Conn's Inc. Common Stock,United States,Consumer Services,Consumer Electronics/Video Chains
NASDAQ,COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,COOLU,Corner Growth Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,COOLW,Corner Growth Acquisition Corp. Warrant,United States,Finance,Business Services
NASDAQ,COOP,Mr. Cooper Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
NASDAQ,CORT,Corcept Therapeutics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,COST,Costco Wholesale Corporation Common Stock,United States,Consumer Services,Department/Specialty Retail Stores
NASDAQ,COUP,Coupa Software Incorporated Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,COVA,COVA Acquisition Corp. Class A Ordinary Share,United States,Finance,Business Services
NASDAQ,COVAU,COVA Acquisition Corp. Unit,United States,Finance,Business Services
NASDAQ,COVAW,COVA Acquisition Corp. Warrants to purchase Class A ordinary shares,United States,Finance,Business Services
NASDAQ,COWN,Cowen Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NASDAQ,COWNL,Cowen Inc. 7.75% Senior Notes due 2033,United States,Finance,Investment Bankers/Brokers/Service
NASDAQ,CPHC,Canterbury Park Holding Corporation 'New' Common Stock,United States,Consumer Services,Services-Misc. Amusement & Recreation
NASDAQ,CPIX,Cumberland Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CPLP,Capital Product Partners L.P. Common Units,Greece,Transportation,Marine Transportation
NASDAQ,CPRT,Copart Inc. (DE) Common Stock,United States,Miscellaneous,Business Services
NASDAQ,CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CPSI,Computer Programs and Systems Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CPSS,Consumer Portfolio Services Inc. Common Stock,United States,Finance,Diversified Financial Services
NASDAQ,CPTAG,Capitala Finance Corp. 5.75% Convertible Notes Due 2022,United States,Finance,Trusts Except Educational Religious and Charitable
NASDAQ,CPTAL,Capitala Finance Corp. 6% Notes Due 2022,United States,Finance,Trusts Except Educational Religious and Charitable
NASDAQ,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NASDAQ,CRAI,CRA International Inc. Common Stock,United States,Miscellaneous,Other Consumer Services
NASDAQ,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CRBU,Caribou Biosciences Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NASDAQ,CRCT,Cricut Inc. Class A Common Stock,United States,Capital Goods,Wholesale Distributors
NASDAQ,CRDF,Cardiff Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CREE,Cree Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,CRESW,Cresud S.A.C.I.F. y A. Warrant,Argentina,Finance,Real Estate
NASDAQ,CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Argentina,Finance,Real Estate
NASDAQ,CREX,Creative Realities Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CRIS,Curis Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CRMD,CorMedix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CRMT,America's Car-Mart Inc Common Stock,United States,Consumer Services,Other Specialty Stores
NASDAQ,CRNC,Cerence Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CRNT,Ceragon Networks Ltd. Ordinary Shares,Israel,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CROX,Crocs Inc. Common Stock,United States,Consumer Non-Durables,Shoe Manufacturing
NASDAQ,CRSP,CRISPR Therapeutics AG Common Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CRSR,Corsair Gaming Inc. Common Stock,United States,Technology,Computer Manufacturing
NASDAQ,CRTD,Creatd Inc. Common Stock,United States,Consumer Services,Publishing
NASDAQ,CRTDW,Creatd Inc. Warrant,United States,Consumer Services,Publishing
NASDAQ,CRTO,Criteo S.A. American Depositary Shares,France,Technology,Advertising
NASDAQ,CRTX,Cortexyme Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CRUS,Cirrus Logic Inc. Common Stock,United States,Technology,Semiconductors
NASDAQ,CRVL,CorVel Corp. Common Stock,United States,Finance,Specialty Insurers
NASDAQ,CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,CRWS,Crown Crafts Inc Common Stock,United States,Basic Industries,Textiles
NASDAQ,CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,United States,Finance,Business Services
NASDAQ,CRZNW,Corazon Capital V838 Monoceros Corp Warrant,United States,Finance,Business Services
NASDAQ,CSBR,Champions Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,CSCO,Cisco Systems Inc. Common Stock (DE),United States,Technology,Computer peripheral equipment
NASDAQ,CSGP,CoStar Group Inc. Common Stock,United States,Finance,Real Estate
NASDAQ,CSGS,CSG Systems International Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CSII,Cardiovascular Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,CSOD,Cornerstone OnDemand Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CSPI,CSP Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CSQ,Calamos Strategic Total Return Common Stock,United States,Finance,Finance Companies
NASDAQ,CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,United States,Consumer Services,Broadcasting
NASDAQ,CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,United States,Consumer Services,Movies/Entertainment
NASDAQ,CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Services,Broadcasting
NASDAQ,CSTE,Caesarstone Ltd. Ordinary Shares,Israel,Capital Goods,Multi-Sector Companies
NASDAQ,CSTL,Castle Biosciences Inc. Common Stock,United States,Health Care,Medical Specialities
NASDAQ,CSTR,CapStar Financial Holdings Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,CSWC,Capital Southwest Corporation Common Stock,United States,Finance,Finance/Investors Services
NASDAQ,CSWI,CSW Industrials Inc. Common Stock,United States,Basic Industries,Home Furnishings
NASDAQ,CSX,CSX Corporation Common Stock,United States,Transportation,Railroads
NASDAQ,CTAS,Cintas Corporation Common Stock,United States,Miscellaneous,Business Services
NASDAQ,CTBI,Community Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks
NASDAQ,CTG,Computer Task Group Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CTHR,Charles & Colvard Ltd Common Stock,United States,Consumer Non-Durables,Consumer Specialties
NASDAQ,CTIB,Yunhong CTI Ltd. Common Stock,United States,Miscellaneous,Diversified Commercial Services
NASDAQ,CTIC,CTI BioPharma Corp. (DE) Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CTKB,Cytek Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,CTLP,Cantaloupe Inc. Common Stock,United States,Technology,EDP Services
NASDAQ,CTMX,CytomX Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CTRE,CareTrust REIT Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
NASDAQ,CTRM,Castor Maritime Inc. Common Shares,Cyprus,Transportation,Marine Transportation
NASDAQ,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,Technology,EDP Services
NASDAQ,CTSO,Cytosorbents Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
NASDAQ,CTXR,Citius Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CTXRW,Citius Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CTXS,Citrix Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
NASDAQ,CUE,Cue Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CUEN,Cuentas Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CUENW,Cuentas Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CULL,Cullman Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NASDAQ,CURI,CuriosityStream Inc. Class A Common Stock,United States,Consumer Services,Broadcasting
NASDAQ,CURIW,CuriosityStream Inc. Warrant,United States,Consumer Services,Broadcasting
NASDAQ,CUTR,Cutera Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,CVAC,CureVac N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CVBF,CVB Financial Corporation Common Stock,United States,Finance,Major Banks
NASDAQ,CVCO,Cavco Industries Inc. Common Stock When Issued,United States,Basic Industries,Homebuilding
NASDAQ,CVCY,Central Valley Community Bancorp Common Stock,United States,Finance,Major Banks
NASDAQ,CVET,Covetrus Inc. Common Stock,United States,Health Care,Managed Health Care
NASDAQ,CVGI,Commercial Vehicle Group Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
NASDAQ,CVLG,Covenant Logistics Group Inc. Class A Common Stock,United States,Transportation,Trucking Freight/Courier Services
NASDAQ,CVLT,Commvault Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CVLY,Codorus Valley Bancorp Inc Common Stock,United States,Finance,Savings Institutions
NASDAQ,CVRX,CVRx Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,CVV,CVD Equipment Corporation Common Stock,United States,Technology,Industrial Machinery/Components
NASDAQ,CWBC,Community West Bancshares Common Stock,United States,Finance,Major Banks
NASDAQ,CWBR,CohBar Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ,CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,Public Utilities,Water Supply
NASDAQ,CWST,Casella Waste Systems Inc. Class A Common Stock,United States,Public Utilities,Environmental Services
NASDAQ,CXDO,Crexendo Inc. Common Stock,United States,Consumer Services,Telecommunications Equipment
NASDAQ,CYAD,Celyad Oncology SA American Depositary Shares,Belgium,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYAN,Cyanotech Corporation Common Stock,United States,Consumer Non-Durables,Farming/Seeds/Milling
NASDAQ,CYBE,CyberOptics Corporation Common Stock,United States,Capital Goods,Electronic Components
NASDAQ,CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
NASDAQ,CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYCN,Cyclerion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYRN,CYREN Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,CYT,Cyteir Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYTH,Cyclo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYTHW,Cyclo Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYTK,Cytokinetics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYTO,Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda),Bermuda,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,CYXT,Cyxtera Technologies Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,CYXTW,Cyxtera Technologies Inc. Warrant,United States,Technology,EDP Services
NASDAQ,CZNC,Citizens & Northern Corp Common Stock,United States,Finance,Major Banks
NASDAQ,CZR,Caesars Entertainment Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
NASDAQ,CZWI,Citizens Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NASDAQ,DAIO,Data I/O Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components
NASDAQ,DAKT,Daktronics Inc. Common Stock,United States,Capital Goods,Office Equipment/Supplies/Services
NASDAQ,DALN,DallasNews Corporation Series A Common Stock,United States,Consumer Services,Newspapers/Magazines
NASDAQ,DARE,Dare Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DATS,DatChat Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,DATSW,DatChat Inc. Series A Warrant,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DBGI,Digital Brands Group Inc. Common Stock,United States,Consumer Non-Durables,Apparel
NASDAQ,DBGIW,Digital Brands Group Inc. Warrant,United States,Consumer Non-Durables,Apparel
NASDAQ,DBTX,Decibel Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DBVT,DBV Technologies S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DBX,Dropbox Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NASDAQ,DCOM,Dime Community Bancshares Inc. Common Stock,United States,Finance,Savings Institutions
NASDAQ,DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Savings Institutions
NASDAQ,DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DCT,Duck Creek Technologies Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,DCTH,Delcath Systems Inc. Common Stock,United States,Health Care,Medical Specialities
NASDAQ,DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,South Korea,Technology,EDP Services
NASDAQ,DDOG,Datadog Inc. Class A Common Stock,United States,Technology,EDP Services
NASDAQ,DENN,Denny's Corporation Common Stock,United States,Consumer Services,Restaurants
NASDAQ,DFFN,Diffusion Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,DFPH,DFP Healthcare Acquisitions Corp. Class A Common Stock,United States,Finance,Major Banks
NASDAQ,DFPHU,DFP Healthcare Acquisitions Corp. Unit,United States,Finance,Major Banks
NASDAQ,DFPHW,DFP Healthcare Acquisitions Corp. Warrant,United States,Finance,Major Banks
NASDAQ,DGICA,Donegal Group Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,DGICB,Donegal Group Inc. Class B Common Stock,United States,Finance,Property-Casualty Insurers
NASDAQ,DGII,Digi International Inc. Common Stock,United States,Technology,Computer peripheral equipment
NASDAQ,DGLY,Digital Ally Inc. Common Stock,United States,Miscellaneous,Diversified Manufacture
NASDAQ,DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,United States,Finance,Business Services
